SYSTEMATIC.name	Gene.proteins.secondaryIdentifier	PROTEINS.molecular_weight	PROTEINS.pI	PROTEINS.gravy_score	PROTEINS.aromaticity_score	PROTEINS.cai	PROTEINS.instability_index	PROTEINS.aliphatic_index
YIL046W-A	YIL046W-A	6310.0	7.85	1.08	0.13	0.1	27.66	92.21
YIL047C	YIL047C	104232.6	8.83	-0.19	0.13	0.15	45.27	77.12
YIL047C-A	YIL047C-A	14130.5	9.81	0.56	0.09	0.06	47.39	120.29
YIL048W	YIL048W	130203.1	6.43	-0.12	0.09	0.16	38.7	91.93
YIL049W	YIL049W	30315.8	9.37	0.28	0.2	0.1	40.71	100.56
YIL050W	YIL050W	32026.5	4.8	-0.23	0.08	0.13	44.85	91.95
YIL051C	YIL051C	15912.5	9.76	-0.08	0.08	0.32	41.41	84.56
YIL052C	YIL052C	13666.5	11.51	-0.8	0.04	0.78	49.37	63.86
YIL053W	YIL053W	27939.0	5.22	-0.31	0.11	0.69	26.83	81.04
YIL054W	YIL054W	12044.4	7.02	0.84	0.17	0.11	33.67	106.39
YIL055C	YIL055C	70731.2	7.12	-0.65	0.09	0.11	55.9	66.63
YIL056W	YIL056W	71431.6	9.41	-0.43	0.07	0.14	59.66	79.07
YIL057C	YIL057C	19228.1	7.44	-0.95	0.09	0.21	27.97	61.47
YIL058W	YIL058W	10335.5	7.99	0.57	0.11	0.14	31.69	97.48
YIL059C	YIL059C	13023.9	4.41	0.15	0.08	0.1	38.75	87.43
YIL060W	YIL060W	15680.9	10.0	0.42	0.06	0.09	63.01	112.95
YIL061C	YIL061C	34470.7	10.46	-0.88	0.1	0.15	43.58	64.1
YIL062C	YIL062C	17131.6	4.92	-0.32	0.06	0.13	42.3	89.88
YIL063C	YIL063C	36053.6	6.61	-1.05	0.05	0.17	38.88	59.89
YIL064W	YIL064W	28681.8	4.71	-0.28	0.09	0.12	23.95	80.98
YIL065C	YIL065C	17738.7	9.47	-0.36	0.1	0.1	47.86	81.83
YIL066C	YIL066C	97498.6	5.86	-0.34	0.09	0.29	46.41	75.84
YIL066W-A	YIL066W-A	15863.6	9.01	0.25	0.08	0.11	41.28	93.74
YIL067C	YIL067C	75477.1	6.35	-0.03	0.12	0.1	33.7	86.99
YIL068C	YIL068C	93396.5	4.77	-0.32	0.1	0.14	35.05	89.1
YIL068W-A	YIL068W-A	14509.3	9.97	0.34	0.13	0.09	42.95	90.89
YIL069C	YIL069C	15348.1	11.2	-0.7	0.08	0.76	17.98	68.62
YIL070C	YIL070C	30111.5	4.23	-0.46	0.1	0.2	50.6	70.95
YIL071C	YIL071C	51262.2	4.48	-0.12	0.1	0.11	42.18	95.43
YIL071W-A	YIL071W-A	17544.9	9.01	0.58	0.09	0.07	49.93	119.04
YIL072W	YIL072W	68881.5	8.32	-0.43	0.08	0.13	42.56	81.75
YIL073C	YIL073C	112405.0	4.87	-0.2	0.09	0.12	46.92	95.55
YIL074C	YIL074C	51181.7	6.38	-0.09	0.07	0.24	43.07	95.64
YIL075C	YIL075C	104223.0	6.04	-0.19	0.08	0.18	33.28	89.6
YIL076W	YIL076W	33805.0	4.18	-0.34	0.1	0.21	34.17	93.59
YIL077C	YIL077C	36950.5	9.34	-1.02	0.12	0.13	47.13	47.69
YIL078W	YIL078W	84517.4	7.03	-0.55	0.1	0.41	42.38	69.58
YIL079C	YIL079C	41648.8	9.2	-1.22	0.11	0.13	51.75	35.78
YIL082W	YIL082W	34105.2	8.74	-0.77	0.1	0.17	58.66	60.15
YIL083C	YIL083C	41869.3	8.55	-0.39	0.1	0.17	36.19	84.22
YIL084C	YIL084C	37629.9	9.26	-1.26	0.08	0.17	48.77	53.29
YIL085C	YIL085C	61416.0	4.97	-0.51	0.16	0.17	43.81	63.4
YIL086C	YIL086C	11596.5	10.73	-0.46	0.14	0.14	26.44	70.17
YIL087C	YIL087C	16931.8	10.44	0.21	0.11	0.11	40.28	88.47
YIL088C	YIL088C	53728.0	4.92	0.54	0.11	0.12	30.29	114.48
YIL089W	YIL089W	23869.2	9.91	-0.07	0.14	0.12	26.83	84.55
YIL090W	YIL090W	56347.3	9.02	0.33	0.16	0.12	32.57	100.61
YIL091C	YIL091C	83980.0	6.27	-0.77	0.1	0.17	42.13	72.74
YIL092W	YIL092W	71024.3	9.47	-0.64	0.07	0.1	48.13	69.67
YIL093C	YIL093C	30508.7	6.18	-0.74	0.09	0.12	45.84	68.19
YIL094C	YIL094C	40071.4	8.18	-0.12	0.06	0.31	30.44	94.91
YIL095W	YIL095W	91064.5	10.14	-0.65	0.07	0.14	49.04	72.91
YIL096C	YIL096C	39422.2	10.32	-0.94	0.11	0.14	36.91	67.31
YIL097W	YIL097W	59891.8	7.15	-0.5	0.09	0.14	34.6	86.95
YIL098C	YIL098C	18372.3	10.28	-0.92	0.07	0.13	29.54	81.65
YIL099W	YIL099W	61439.2	4.67	-0.17	0.12	0.11	41.23	83.43
YIL100C-A	YIL100C-A	13150.8	8.26	0.76	0.2	0.06	62.37	111.97
YIL100W	YIL100W	13494.6	8.21	-0.29	0.11	0.07	24.83	77.67
YIL101C	YIL101C	72707.4	9.71	-0.6	0.1	0.13	50.3	64.0
YIL102C	YIL102C	11284.9	4.8	-0.23	0.1	0.12	24.97	73.26
YIL102C-A	YIL102C-A	8505.4	9.83	1.2	0.13	0.1	37.03	152.4
YIL103W	YIL103W	48315.3	8.43	-0.25	0.09	0.19	42.86	89.27
YIL104C	YIL104C	59119.0	4.45	-0.53	0.1	0.14	46.19	83.38
YIL105C	YIL105C	77997.1	8.19	-0.7	0.07	0.13	49.78	74.14
YIL105W-A	YIL105W-A	5934.9	7.62	-0.17	0.3	0.18	47.72	58.09
YIL106W	YIL106W	35877.8	6.58	-0.5	0.11	0.1	49.26	65.76
YIL107C	YIL107C	93425.2	9.02	-0.7	0.08	0.16	43.99	72.11
YIL108W	YIL108W	77415.1	7.55	-0.3	0.1	0.14	37.71	78.4
YIL109C	YIL109C	103623.8	6.15	-0.24	0.08	0.21	55.83	83.39
YIL110W	YIL110W	42489.0	4.29	-0.23	0.08	0.15	46.8	96.62
YIL111W	YIL111W	17205.0	10.43	-0.63	0.1	0.1	27.64	72.74
YIL112W	YIL112W	123528.7	5.34	-1.03	0.06	0.14	52.55	65.29
YIL113W	YIL113W	23886.8	8.08	-0.34	0.07	0.09	54.46	90.66
YIL114C	YIL114C	31188.6	10.18	-0.28	0.11	0.13	41.18	73.08
YIL115C	YIL115C	158830.7	4.45	-0.59	0.08	0.14	48.34	63.55
YIL115W-A	YIL115W-A	13917.0	7.35	0.1	0.15	0.15	46.55	68.32
YIL116W	YIL116W	42643.6	6.37	-0.13	0.08	0.21	27.09	93.92
YIL117C	YIL117C	34650.0	7.18	-0.44	0.06	0.11	51.7	78.33
YIL118W	YIL118W	25303.7	4.63	-0.27	0.07	0.18	42.78	82.3
YIL119C	YIL119C	46632.5	9.55	-0.93	0.09	0.15	48.53	61.0
YIL120W	YIL120W	61776.5	9.56	0.27	0.1	0.11	37.86	99.64
YIL121W	YIL121W	59636.7	9.35	0.41	0.11	0.11	43.42	103.97
YIL122W	YIL122W	39503.0	9.26	-0.93	0.04	0.07	71.12	59.29
YIL123W	YIL123W	48167.3	4.2	-0.2	0.07	0.36	35.0	62.75
YIL124W	YIL124W	32823.3	9.61	-0.16	0.1	0.18	37.38	81.61
YIL125W	YIL125W	114412.3	7.23	-0.49	0.1	0.23	36.97	74.53
YIL126W	YIL126W	156734.6	6.68	-0.73	0.07	0.19	40.61	79.26
YIL127C	YIL127C	23861.6	10.56	-1.18	0.03	0.12	50.32	72.93
YIL128W	YIL128W	117867.4	5.65	0.0	0.09	0.14	35.78	104.42
YIL129C	YIL129C	269830.2	6.28	-0.16	0.09	0.13	43.85	92.81
YIL130W	YIL130W	108770.4	6.05	-0.62	0.08	0.15	49.19	76.81
YIL131C	YIL131C	53493.7	8.53	-0.51	0.07	0.13	47.17	77.92
YIL132C	YIL132C	24955.0	8.62	-0.44	0.09	0.12	46.29	91.94
YIL133C	YIL133C	22228.6	11.15	-0.29	0.09	0.61	36.44	81.79
YIL134C-A	YIL134C-A	7600.0	8.72	0.72	0.15	0.15	33.15	112.3
YIL134W	YIL134W	34427.7	10.42	0.09	0.09	0.11	24.68	102.81
YIL135C	YIL135C	47966.9	9.56	-1.01	0.06	0.13	70.52	48.62
YIL136W	YIL136W	44584.0	9.18	-1.17	0.07	0.15	43.17	54.03
YIL137C	YIL137C	107709.0	6.51	-0.27	0.09	0.17	40.89	87.2
YIL138C	YIL138C	19072.9	4.18	-1.5	0.04	0.25	52.08	63.84
YIL139C	YIL139C	28744.8	4.57	-0.32	0.11	0.17	48.08	95.29
YIL140W	YIL140W	90751.9	4.6	-0.41	0.09	0.16	45.98	74.13
YIL141W	YIL141W	14438.6	8.44	0.05	0.11	0.11	43.64	91.72
YIL142C-A	YIL142C-A	11942.2	8.5	0.82	0.12	0.08	33.78	108.99
YIL142W	YIL142W	57197.0	5.96	-0.15	0.04	0.19	34.81	96.62
YIL143C	YIL143C	95324.8	5.94	-0.48	0.08	0.18	45.03	74.78
YIL144W	YIL144W	80494.3	9.18	-0.81	0.06	0.14	47.09	83.96
YIL145C	YIL145C	35024.5	5.08	-0.1	0.08	0.13	34.52	93.57
YIL146C	YIL146C	58967.5	7.05	-0.39	0.08	0.13	46.29	82.46
YIL147C	YIL147C	134435.7	7.51	-0.33	0.07	0.13	43.64	85.19
YIL148W	YIL148W	14568.3	10.51	-0.71	0.04	0.74	32.52	81.98
YIL149C	YIL149C	195121.7	5.72	-0.96	0.04	0.15	49.87	77.53
YIL150C	YIL150C	65847.2	10.33	-0.83	0.08	0.12	48.23	66.9
YIL151C	YIL151C	128713.6	5.81	-0.31	0.11	0.14	40.9	81.67
YIL152W	YIL152W	27214.2	10.7	-0.86	0.06	0.09	76.66	75.94
YIL153W	YIL153W	45076.7	6.83	-0.38	0.11	0.09	49.93	74.47
YIL154C	YIL154C	39050.1	4.69	-0.6	0.05	0.11	48.72	76.85
YIL155C	YIL155C	72391.7	8.01	-0.21	0.09	0.18	33.03	80.75
YIL156W	YIL156W	123137.0	8.02	-0.56	0.1	0.12	52.93	78.21
YIL156W-A	YIL156W-A	14779.5	11.01	-0.03	0.07	0.1	51.99	99.61
YIL156W-B	YIL156W-B	8168.7	9.52	-0.01	0.08	0.08	30.51	93.96
YIL157C	YIL157C	22050.7	10.12	-0.17	0.08	0.19	34.9	97.51
YIL158W	YIL158W	22840.1	7.4	-0.49	0.08	0.12	42.81	70.23
YIL159W	YIL159W	156857.6	8.06	-0.46	0.07	0.14	48.85	90.22
YIL160C	YIL160C	44731.9	7.7	-0.09	0.06	0.14	34.24	94.69
YIL161W	YIL161W	27133.5	10.55	-1.11	0.06	0.14	48.25	63.37
YIL162W	YIL162W	60616.5	4.36	-0.44	0.16	0.31	26.21	59.97
YIL163C	YIL163C	14006.7	11.24	-0.3	0.15	0.11	38.17	68.35
YIL164C	YIL164C	21621.4	7.7	-0.13	0.08	0.13	34.96	85.86
YIL165C	YIL165C	12932.8	4.38	-0.07	0.08	0.15	32.9	91.04
YIL166C	YIL166C	61908.6	9.24	0.09	0.13	0.13	36.94	97.81
YIL169C	YIL169C	99694.3	4.14	-0.19	0.05	0.31	43.57	61.98
YIL171W-A	YIL171W-A	16978.5	9.18	0.55	0.12	0.1	28.26	111.47
YIL172C	YIL172C	68681.1	5.28	-0.75	0.14	0.25	31.72	58.06
YIL173W	YIL173W	174377.2	4.96	-0.42	0.11	0.16	33.52	72.21
YIL176C	YIL176C	12862.7	4.96	0.23	0.09	0.65	21.84	89.43
YIL177C	YIL177C	197514.1	7.48	-0.43	0.09	0.11	36.72	72.95
YIL177W-A	YIL177W-A	18613.1	10.05	0.36	0.14	0.09	51.19	99.01
YIR001C	YIR001C	28963.6	9.76	-1.25	0.1	0.16	58.39	47.71
YIR002C	YIR002C	114058.3	7.34	-0.58	0.08	0.15	39.18	76.58
YIR003W	YIR003W	74723.6	4.62	-1.1	0.02	0.13	68.14	56.87
YIR004W	YIR004W	48558.0	4.85	-0.77	0.07	0.14	36.36	66.61
YIR005W	YIR005W	17095.3	5.73	-0.77	0.09	0.12	48.31	81.8
YIR006C	YIR006C	160242.2	4.92	-0.77	0.06	0.16	62.6	59.67
YIR007W	YIR007W	86969.5	6.46	-0.44	0.12	0.13	41.33	69.03
YIR008C	YIR008C	47693.0	8.0	-0.6	0.11	0.16	43.06	71.77
YIR009W	YIR009W	12838.2	10.87	-0.43	0.08	0.09	11.75	76.79
YIR010W	YIR010W	65668.8	5.02	-0.91	0.06	0.11	59.8	67.0
YIR011C	YIR011C	36485.1	7.59	-0.49	0.08	0.12	56.7	80.46
YIR012W	YIR012W	47125.1	4.09	-0.12	0.08	0.16	36.64	82.71
YIR013C	YIR013C	13260.9	11.4	-0.36	0.06	0.14	42.12	73.94
YIR014W	YIR014W	27592.5	4.83	0.25	0.08	0.06	36.64	125.14
YIR015W	YIR015W	16359.4	10.56	-0.69	0.06	0.09	23.98	71.23
YIR016W	YIR016W	28869.1	4.94	-0.61	0.05	0.09	69.11	68.56
YIR017C	YIR017C	21604.1	10.89	-0.97	0.03	0.09	51.52	78.97
YIR017W-A	YIR017W-A	22896.4	8.79	0.62	0.16	0.11	55.33	87.43
YIR018C-A	YIR018C-A	5225.3	10.64	-0.52	0.11	0.1	59.18	65.76
YIR018W	YIR018W	28393.8	8.91	-1.04	0.03	0.13	56.21	70.12
YIR019C	YIR019C	136060.5	3.98	-0.37	0.04	0.3	73.9	44.61
YIR020C	YIR020C	11680.9	12.07	0.41	0.16	0.09	35.69	103.32
YIR020C-B	YIR020C-B	27563.6	10.36	0.14	0.1	0.11	34.18	96.05
YIR020W-A	YIR020W-A	8984.8	11.41	-0.45	0.12	0.11	31.76	67.49
YIR021W	YIR021W	41298.4	8.91	-0.15	0.09	0.12	35.59	89.07
YIR021W-A	YIR021W-A	7685.1	10.27	0.14	0.07	0.11	37.92	105.88
YIR022W	YIR022W	18766.0	9.56	0.09	0.12	0.17	31.06	99.71
YIR023C-A	YIR023C-A	11603.6	3.5	1.26	0.13	0.09	42.87	141.05
YIR023W	YIR023W	109179.7	8.11	-0.63	0.07	0.12	52.39	73.27
YIR024C	YIR024C	24600.1	9.57	-0.4	0.04	0.14	26.27	97.8
YIR025W	YIR025W	42792.9	4.38	-1.14	0.08	0.1	47.49	59.81
YIR026C	YIR026C	41188.6	8.15	-0.42	0.09	0.16	41.43	73.28
YIR027C	YIR027C	50113.8	5.85	-0.08	0.07	0.13	38.33	87.86
YIR028W	YIR028W	71759.6	7.92	0.35	0.17	0.16	33.95	90.6
YIR029W	YIR029W	38706.1	6.33	-0.38	0.1	0.15	34.5	75.99
YIR030C	YIR030C	27311.7	5.87	-0.07	0.08	0.11	39.18	97.87
YIR030W-A	YIR030W-A	13687.5	10.47	0.56	0.09	0.1	44.37	117.08
YIR031C	YIR031C	62786.6	6.46	-0.28	0.09	0.2	35.64	83.85
YIR032C	YIR032C	21718.9	5.06	-0.22	0.07	0.1	25.82	83.99
YIR033W	YIR033W	127008.7	4.79	-0.65	0.08	0.15	51.06	74.96
YIR034C	YIR034C	41473.3	9.56	-0.21	0.08	0.22	34.47	86.82
YIR035C	YIR035C	27478.8	6.28	0.06	0.08	0.23	23.93	96.2
YIR036C	YIR036C	28802.5	6.28	-0.06	0.07	0.11	32.92	95.77
YIR036W-A	YIR036W-A	15239.9	9.39	-0.06	0.11	0.12	50.18	84.55
YIR037W	YIR037W	18643.6	8.42	-0.48	0.13	0.23	30.63	70.56
YIR038C	YIR038C	26792.0	6.64	-0.25	0.12	0.23	47.94	85.76
YIR039C	YIR039C	58181.8	3.89	-0.02	0.13	0.13	34.1	79.66
YIR040C	YIR040C	13027.8	9.29	0.22	0.15	0.1	55.72	86.89
YIR041W	YIR041W	13157.1	5.64	0.31	0.09	0.66	26.6	97.4
YIR042C	YIR042C	27421.4	6.11	-0.48	0.12	0.12	29.65	73.85
YJL001W	YJL001W	23543.8	5.69	-0.18	0.09	0.17	14.88	82.78
YJL002C	YJL002C	54053.1	4.77	-0.16	0.14	0.17	35.24	77.19
YJL003W	YJL003W	14080.2	9.4	-0.65	0.14	0.1	54.01	68.56
YJL004C	YJL004C	23713.7	6.26	0.34	0.16	0.1	47.52	109.7
YJL005W	YJL005W	227830.7	7.32	-0.52	0.07	0.12	48.89	78.24
YJL006C	YJL006C	37908.0	8.18	-0.25	0.12	0.11	37.58	90.56
YJL007C	YJL007C	11855.6	7.23	-0.17	0.11	0.13	59.29	87.77
YJL008C	YJL008C	61651.0	5.44	-0.09	0.04	0.2	32.51	98.8
YJL009W	YJL009W	12663.2	8.58	0.45	0.15	0.16	35.95	100.56
YJL010C	YJL010C	77726.0	8.38	-0.52	0.09	0.17	43.38	80.57
YJL011C	YJL011C	18592.3	5.4	-0.68	0.08	0.12	44.72	76.36
YJL012C	YJL012C	83150.4	6.81	-0.44	0.11	0.25	34.54	80.2
YJL012C-A	YJL012C-A	""	""	""	""	""	""	""
YJL013C	YJL013C	59523.1	7.93	-0.74	0.08	0.13	47.74	75.45
YJL014W	YJL014W	58807.9	5.96	-0.14	0.03	0.23	46.09	99.69
YJL015C	YJL015C	11281.6	9.97	0.04	0.15	0.14	45.8	84.41
YJL016W	YJL016W	63208.3	7.77	-0.37	0.09	0.14	42.7	71.28
YJL017W	YJL017W	""	""	""	""	""	""	""
YJL018W	YJL018W	""	""	""	""	""	""	""
YJL019W	YJL019W	79148.4	4.91	-0.82	0.1	0.13	52.35	68.82
YJL020C	YJL020C	128240.4	4.94	-0.83	0.06	0.14	63.18	61.12
YJL020W-A	YJL020W-A	8685.9	8.04	0.27	0.11	0.12	57.98	76.86
YJL021C	YJL021C	""	""	""	""	""	""	""
YJL022W	YJL022W	11535.5	8.51	0.31	0.16	0.1	43.26	79.17
YJL023C	YJL023C	39835.3	10.38	-0.59	0.1	0.13	37.6	71.97
YJL024C	YJL024C	21923.8	4.07	-0.07	0.1	0.14	35.61	97.71
YJL025W	YJL025W	60362.0	8.25	-0.43	0.11	0.13	49.62	80.55
YJL026C-A	YJL026C-A	7943.4	10.66	-0.53	0.07	0.09	35.32	58.84
YJL026W	YJL026W	46129.7	4.9	-0.41	0.12	0.5	36.1	74.64
YJL027C	YJL027C	15727.9	9.97	0.01	0.1	0.08	46.89	77.49
YJL028W	YJL028W	12913.7	11.94	0.4	0.15	0.07	46.74	95.21
YJL029C	YJL029C	95434.4	5.24	-0.41	0.1	0.13	41.18	86.31
YJL030W	YJL030W	22278.2	5.07	-0.35	0.1	0.12	28.32	84.2
YJL031C	YJL031C	39674.0	7.27	-0.57	0.12	0.16	53.97	88.82
YJL032W	YJL032W	12388.8	10.31	0.17	0.16	0.15	46.42	79.35
YJL033W	YJL033W	87192.6	7.47	-0.58	0.06	0.2	44.99	79.26
YJL034W	YJL034W	74434.4	4.53	-0.32	0.06	0.44	26.72	89.71
YJL035C	YJL035C	28251.8	7.19	-0.3	0.09	0.12	27.02	73.82
YJL036W	YJL036W	48996.7	6.46	-0.76	0.09	0.15	38.13	76.06
YJL037W	YJL037W	24754.4	9.75	0.16	0.06	0.11	36.27	108.6
YJL038C	YJL038C	24842.8	7.25	-0.12	0.09	0.1	28.42	102.16
YJL039C	YJL039C	191493.4	4.97	0.01	0.11	0.15	35.17	100.51
YJL041W	YJL041W	86513.9	6.08	-0.97	0.08	0.17	27.55	35.35
YJL042W	YJL042W	155204.5	7.31	-0.62	0.05	0.15	43.34	74.29
YJL043W	YJL043W	29228.6	4.97	-0.23	0.09	0.09	46.77	79.38
YJL044C	YJL044C	53804.2	6.2	-0.37	0.1	0.16	34.51	96.99
YJL045W	YJL045W	69381.4	7.4	-0.34	0.07	0.16	37.92	74.84
YJL046W	YJL046W	47003.9	7.52	-0.48	0.12	0.12	33.61	75.24
YJL047C	YJL047C	99326.5	7.6	-0.48	0.13	0.12	35.02	74.67
YJL047C-A	YJL047C-A	5049.0	7.37	-0.1	0.05	0.09	31.56	107.54
YJL048C	YJL048C	45020.9	8.73	-0.69	0.1	0.14	44.55	69.88
YJL049W	YJL049W	52832.8	4.99	-0.76	0.08	0.16	45.0	81.38
YJL050W	YJL050W	122040.2	6.27	-0.41	0.07	0.2	39.76	83.26
YJL051W	YJL051W	91246.4	6.64	-0.57	0.07	0.12	48.74	72.13
YJL052C-A	YJL052C-A	4556.5	10.85	-0.12	0.1	0.18	100.37	76.97
YJL052W	YJL052W	35752.3	8.57	-0.07	0.07	0.86	26.72	88.18
YJL053W	YJL053W	42550.5	8.51	-0.43	0.09	0.14	37.81	78.66
YJL054W	YJL054W	54176.2	5.49	-0.54	0.08	0.15	47.73	81.79
YJL055W	YJL055W	26855.7	5.37	-0.34	0.08	0.14	36.64	75.06
YJL056C	YJL056C	98854.8	7.02	-0.93	0.06	0.16	43.44	53.31
YJL057C	YJL057C	75319.0	6.42	-0.36	0.09	0.14	42.55	80.85
YJL058C	YJL058C	60840.7	7.48	-0.43	0.08	0.12	41.39	81.05
YJL059W	YJL059W	46382.5	7.18	0.47	0.16	0.12	46.81	102.55
YJL060W	YJL060W	50079.7	6.53	-0.19	0.11	0.21	32.37	85.84
YJL061W	YJL061W	82067.0	4.99	-0.35	0.09	0.15	47.29	89.97
YJL062W	YJL062W	94834.5	6.03	0.32	0.14	0.12	34.03	101.1
YJL062W-A	YJL062W-A	9885.7	9.83	-0.48	0.13	0.11	20.9	69.52
YJL063C	YJL063C	26958.8	10.45	-0.42	0.05	0.09	40.47	89.45
YJL064W	YJL064W	13854.1	6.86	0.52	0.09	0.12	43.0	81.0
YJL065C	YJL065C	18771.6	3.95	-0.64	0.06	0.11	45.64	73.34
YJL066C	YJL066C	28465.2	5.7	-0.64	0.1	0.16	35.31	66.81
YJL067W	YJL067W	12755.1	10.3	0.34	0.12	0.12	24.24	93.97
YJL068C	YJL068C	33929.4	6.7	-0.45	0.14	0.2	37.12	66.27
YJL069C	YJL069C	66390.0	4.61	-0.59	0.08	0.17	48.58	74.78
YJL070C	YJL070C	104241.4	5.09	-0.5	0.14	0.14	42.92	75.57
YJL071W	YJL071W	65619.9	9.26	-0.38	0.09	0.12	45.03	85.99
YJL072C	YJL072C	25058.0	6.64	-0.5	0.07	0.12	49.4	93.36
YJL073W	YJL073W	75157.7	9.28	-0.6	0.1	0.14	50.7	78.93
YJL074C	YJL074C	141316.7	5.53	-0.67	0.05	0.18	38.31	87.02
YJL075C	YJL075C	15629.1	3.61	-0.12	0.16	0.12	57.22	70.82
YJL076W	YJL076W	128533.6	8.13	-0.93	0.03	0.15	55.8	61.52
YJL077C	YJL077C	14839.9	11.55	0.37	0.09	0.07	52.0	108.01
YJL077W-A	YJL077W-A	3078.8	8.24	0.61	0.07	0.09	38.11	89.97
YJL077W-B	YJL077W-B	4020.0	10.69	-0.29	0.16	0.17	23.4	80.17
YJL078C	YJL078C	89120.2	4.21	-0.19	0.06	0.15	38.12	60.72
YJL079C	YJL079C	30618.4	4.23	-0.18	0.07	0.3	30.39	66.2
YJL080C	YJL080C	134788.8	5.59	-0.46	0.05	0.33	41.12	84.71
YJL081C	YJL081C	54821.3	5.12	-0.49	0.09	0.13	45.85	77.5
YJL082W	YJL082W	82531.5	6.6	-0.28	0.09	0.17	41.16	85.79
YJL083W	YJL083W	68792.2	10.18	-0.95	0.06	0.09	50.72	62.24
YJL084C	YJL084C	117207.5	6.9	-0.73	0.07	0.13	56.0	70.96
YJL085W	YJL085W	71294.2	7.58	-0.42	0.08	0.16	44.43	88.01
YJL086C	YJL086C	14162.8	10.51	0.25	0.15	0.11	33.46	96.06
YJL087C	YJL087C	95342.1	7.9	-0.52	0.1	0.16	32.25	79.15
YJL088W	YJL088W	37839.6	6.24	-0.15	0.09	0.2	40.7	83.63
YJL089W	YJL089W	95998.5	6.51	-0.4	0.11	0.14	34.96	88.2
YJL090C	YJL090C	87258.6	9.39	-0.45	0.09	0.14	44.06	83.86
YJL091C	YJL091C	55484.7	9.69	0.45	0.14	0.13	24.46	109.29
YJL092W	YJL092W	134321.7	9.21	-0.58	0.07	0.13	47.73	82.56
YJL093C	YJL093C	77406.2	7.08	0.18	0.12	0.12	42.39	94.41
YJL094C	YJL094C	97097.5	5.98	0.33	0.1	0.13	34.79	109.6
YJL095W	YJL095W	164246.6	10.09	-0.72	0.07	0.12	51.53	63.32
YJL096W	YJL096W	18406.9	11.43	-0.38	0.07	0.16	37.67	85.84
YJL097W	YJL097W	24526.9	10.37	0.79	0.14	0.18	39.14	129.47
YJL098W	YJL098W	121270.8	4.04	-0.75	0.08	0.15	47.35	72.69
YJL099W	YJL099W	86030.1	5.82	-0.23	0.1	0.12	45.16	91.99
YJL100W	YJL100W	70209.5	6.68	-0.67	0.12	0.11	46.55	64.24
YJL101C	YJL101C	78241.2	6.22	-0.51	0.12	0.14	41.92	71.66
YJL102W	YJL102W	91278.1	6.38	-0.29	0.07	0.13	37.0	92.11
YJL103C	YJL103C	70386.8	8.0	-0.52	0.08	0.12	47.2	75.86
YJL104W	YJL104W	16222.3	9.99	-0.78	0.08	0.09	30.43	55.27
YJL105W	YJL105W	63869.9	8.85	-0.77	0.08	0.1	45.98	59.51
YJL106W	YJL106W	73562.3	5.04	-0.48	0.09	0.15	44.12	80.07
YJL107C	YJL107C	42496.4	5.14	-0.87	0.04	0.13	43.7	66.36
YJL108C	YJL108C	41491.9	8.09	0.68	0.13	0.17	37.49	103.51
YJL109C	YJL109C	200069.9	6.44	0.06	0.08	0.17	40.12	108.27
YJL110C	YJL110C	60537.8	9.83	-0.78	0.04	0.1	48.64	65.85
YJL111W	YJL111W	59725.2	5.22	-0.09	0.05	0.19	28.86	94.18
YJL112W	YJL112W	80016.0	5.23	-0.58	0.08	0.12	41.78	77.07
YJL115W	YJL115W	31533.1	3.62	-1.08	0.06	0.14	74.9	64.52
YJL116C	YJL116C	35388.7	4.04	-0.39	0.09	0.25	29.59	58.99
YJL117W	YJL117W	34895.1	10.16	0.0	0.09	0.19	28.51	101.79
YJL118W	YJL118W	25623.0	11.53	-0.15	0.06	0.09	82.7	94.06
YJL119C	YJL119C	12429.4	9.34	-0.31	0.12	0.12	43.91	58.58
YJL120W	YJL120W	12809.1	9.55	0.23	0.22	0.14	38.34	72.5
YJL121C	YJL121C	25961.4	6.23	-0.03	0.07	0.3	37.2	82.84
YJL122W	YJL122W	19301.4	10.78	-0.76	0.03	0.21	43.46	78.44
YJL123C	YJL123C	53431.5	4.22	-0.95	0.06	0.15	49.63	65.74
YJL124C	YJL124C	20304.2	5.8	-0.83	0.1	0.16	44.26	61.89
YJL125C	YJL125C	43920.2	7.66	-0.6	0.09	0.14	40.93	69.34
YJL126W	YJL126W	34690.2	6.86	-0.33	0.06	0.12	50.38	93.22
YJL127C	YJL127C	72907.0	6.19	-0.65	0.07	0.12	39.47	75.08
YJL127C-B	YJL127C-B	6021.1	10.65	0.49	0.17	0.16	42.33	92.34
YJL127W-A	YJL127W-A	4053.8	11.65	0.25	0.11	0.05	54.03	70.08
YJL128C	YJL128C	72731.9	9.44	-0.54	0.05	0.14	55.45	75.88
YJL129C	YJL129C	141084.1	8.77	-0.69	0.09	0.14	42.33	68.05
YJL130C	YJL130C	244996.8	5.6	-0.13	0.08	0.29	39.22	90.36
YJL131C	YJL131C	41490.8	10.6	-0.81	0.06	0.12	37.23	78.76
YJL132W	YJL132W	84454.0	6.21	-0.11	0.11	0.12	30.96	87.76
YJL133C-A	YJL133C-A	7749.0	11.94	-0.13	0.07	0.23	43.3	67.66
YJL133W	YJL133W	34505.9	8.45	0.0	0.11	0.08	31.62	77.32
YJL134W	YJL134W	47386.3	9.13	0.2	0.15	0.11	40.87	90.11
